startup_name,article_summary,publication_date,year,funding_amount,funding_round_raw,funding_round,investor_names,city,canton,founded_year,employees,website,location,industry,sub_industry,business_model_type,primary_keywords,secondary_keywords
Edtech start-up Sparkli,"2026 Three Google veterans have teamed up to create the curiosity-enhancing edtech startup Sparkli, for children aged 5 to 12.",2026-01-23,2026,,pre-seed,Pre-Seed,,Zurich,ZH,,,,Switzerland,Other,,B2C,,"BioTech, EdTech"
Tech 5 SA,"2026 Over the past years, Tech5 has established a strong footprint in multiple countries worldwide, offering its Biometrics and digital identity solutions.",2026-01-23,2026,,,Award,,,,2025.0,,,Switzerland,FinTech,"Payments, Banking Infrastructure, Crypto & Blockchain",B2B-Hardware,"AI, Blockchain, FinTech",
Oviva AG,"2026 Oviva, a leading European provider of digital care for weight-related and chronic conditions, has secured USD 220M in a series D investment round led by Kinnevik with participation of various investors.",2026-01-22,2026,,Series D,Series D+,,,,2025.0,,,Switzerland,FinTech,,Unknown,FinTech,HealthTech
,"2026 In conjunction with its 25th anniversary, Vi Partners has launched a new CHF 150 million venture capital Fund, targeting Series A and early-stage technology and healthcare startups.",2026-01-21,2026,150M CHF,Series A,Series A,,,,2001.0,,,Switzerland,BioTech,,Deep Tech / IP,"IoT, BioTech",
Swissto12 SA,"2026 SWISSto12, a fast-growing aerospace company and leading manufacturer of advanced satellite systems and radiofrequency (RF) products, has secured €73 million ($84.",2026-01-21,2026,84.8M USD,,Award,European private investors,,,,,,Switzerland,FinTech,,B2B-Hardware,FinTech,Manufacturing
Cloover SA,2026 Swiss-German startup Cloover has secured $22 million in Series A equity financing alongside a $1.,2026-01-21,2026,22M USD,Series A,Series A,MMC Ventures,,,2022.0,40.0,,Switzerland,CleanTech,Carbon & Offsetting,B2C,ClimateTech,"FinTech, ClimateTech"
GetYourGuide AG,2026 Laut Berichten in deutschen Wirtschaftsmedien bereitet sich die Tourismusplattform GetYourGuide auf einen Börsengang an der Wall Street noch in diesem Jahr vor.,2026-01-20,2026,,,Undisclosed,,,,2008.0,,,Switzerland,FinTech,,Unknown,FinTech,
Babylat AG,2026 Medtech startup Babylat has obtained a three-year Swiss-Polish government grant to support the development of its device — the first automated tabletop device for human milk protein and fat enrichment in neonatal diet.,2026-01-19,2026,2M CHF,Seed round,Seed,,,,,,,Switzerland,BioTech,Antibody Therapeutics,B2B-Hardware,"BioTech, HealthTech",EdTech
Terralayr AG,2026 Terralayr closed a financing round led Eurazeo – through its Eurazeo Transition Infrastructure Fund (ETIF) - alongside RIVE Private Investment and other existing shareholders.,2026-01-19,2026,,,Undisclosed,,,,,,,Switzerland,B2C Tech,Logistics & Delivery,Marketplace,,ClimateTech
,"2026 Claret Capital Partners, a leading independent global growth investor.",2026-01-19,2026,,,Undisclosed,Claret Capital Partners will enable the company to further scale its commercial footprint,,,2015.0,,,Switzerland,BioTech,,B2B-Hardware,"BioTech, HealthTech","HealthTech, ClimateTech, EdTech"
Sustainable materials,"2026 The market launch of noriware’s plastic-free packaging solution, norifresh, is anticipated to take place this year — a six-figure pre-order has already been placed.",2026-01-16,2026,4M CHF,seed round,Seed,,,,,,,Switzerland,FinTech,Payments,B2B-Hardware,FinTech,ClimateTech
Mybikeplan AG,"2026 Das Zürcher Start-up MyBikePlan, das sich seit seiner Gründung 2019 zum grössten Buy-Now-Pay-Later-Anbieter für Velos und E-Bikes der Schweiz entwickelt hat, wird von der JobRad Holding SE mit Sitz in Freiburg (DE) übernommen.",2026-01-16,2026,,,,,Zurich,ZH,,20.0,,Switzerland,B2C Tech,E-commerce,Unknown,,
Hafnova SA Impli AG,2026 The Lausanne-based Foundation for Innovation and Technology (FIT) is supporting three new innovations.,2026-01-15,2026,0.10M CHF,Seed,Seed,,Lausanne,VD,,,,Switzerland,BioTech,,B2B-Hardware,IoT,Cybersecurity
AlphaLum SA,4M to scale AlphaLum optics and sensing platform for smart glasses 15.,2026-01-15,2026,3.4M CHF,seed,Seed,Vsquared Ventures,,,2017.0,,,Switzerland,Other,,B2B-Hardware,,"BioTech, Manufacturing"
PLAKATIV.STORE GmbH,"2026 PLAKATIV bietet Künstlerinnen und Künstlern eine Plattform, um ihre Poster- und Kleidungsdesigns zu verkaufen.",2026-01-15,2026,,,,,,,2025.0,,,Switzerland,B2C Tech,"Marketplace, E-commerce",Marketplace,,BioTech
SayNode,2026 SayNode Operations hat in einer Finanzierungsrunde rund 600’000 Franken von sechs Angel-Investoren eingesammelt.,2026-01-14,2026,0M CHF,,Undisclosed,,Bern,BE,2022.0,27.0,,Switzerland,FinTech,Crypto & Blockchain,B2B-SaaS,Blockchain,BioTech
,2026 First Ventures unterstützt seit sieben Jahren Fachhochschul-Spin-offs und wurde bisher von der Gebert Rüf Stiftung getragen.,2026-01-14,2026,1.2M CHF,,Grant,,,,,,,Switzerland,Other,,Unknown,,"BioTech, FoodTech"
FAB STUDIO GmbH,"2026 With the acquisition of early-stage creative agency FAB STUDIO, France-based YKONE has established itself in Zurich with the aim of building the strongest creator and social media ecosystem in Switzerland.",2026-01-14,2026,,,,,Zurich,ZH,,300.0,,Switzerland,Other,,Unknown,,BioTech
Afinum Management GmbH,2026 Swiss privacy-focused company Threema has transferred ownership to the Germany-based firm Comitis Capital GmbH.,2026-01-13,2026,,,Undisclosed,,,,2020.0,,,Switzerland,CleanTech,,B2B-Hardware,ClimateTech,Cybersecurity
Distalmotion SA,The funding will be used to advance the Ambulatory Surgery Centers expansion of the Dexter robotic surgery system.,2026-01-13,2026,150M USD,strategic investment,Strategic Investment,Johnson & Johnson,Lausanne,VD,,,,Switzerland,MedTech,Medical Devices,B2B-Hardware,Robotics,HealthTech
Future Holdings AG,"2026 Following a review by the Issuer Committee of SIX Swiss Exchange, Management and the Board of Directors have decided to pause Future Holdings AG’s current project in its existing structure.",2026-01-13,2026,28M USD,,Grant,,,,,,,Switzerland,FinTech,,Unknown,FinTech,
Preventive health  Ahead Health,"2026 Ahead Health, the Zurich-based preventive healthcare company providing an AI-powered platform to democratise access to sophisticated preventative healthcare, has finalized its seed funding round, raising $6 million.",2026-01-13,2026,6M USD,seed,Seed,,Zurich,ZH,2024.0,,,Switzerland,HealthTech,,B2C,"AI, HealthTech",
Oxoia AG,2026 Das CleanTech-Startup Oxoia hat über ein Convertible Loan Agreement (CLA) eine Million Franken eingesammelt.,2026-01-12,2026,0.40M CHF,,Award,,,,,,,Switzerland,CleanTech,Carbon & Offsetting,Deep Tech / IP,IoT,"BioTech, ClimateTech"
FluoSphera SA,"2026 FluoSphera, the Swiss biotech startup redefining how new drugs are tested for safety and efficacy, has raised CHF 1.",2026-01-12,2026,1.1M CHF,,Award,Soulmates Ventures,,,,,,Switzerland,BioTech,"Drug Discovery, Oncology, Antibody Therapeutics",Deep Tech / IP,"IoT, BioTech",
Ex Nunc Intelligence SA,15M to build the backbone of Ex Nunc trustworthy legal intelligence 12.,2026-01-12,2026,2.1M USD,pre-seed round,Pre-Seed,Spicehaus Partners,,,,,,Switzerland,Enterprise SaaS,LegalTech,Deep Tech / IP,SaaS,BioTech
,"2026 TECregen, a Basel-based biotech company pioneering thymus regeneration, has secured CHF 10 million in a seed financing round led by the Boehringer Ingelheim Venture Fund with participation from several investors.",2026-01-09,2026,10M CHF,seed,Seed,,Basel,BS,2023.0,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,IoT,"BioTech, Manufacturing"
TOFWERK AG,"2026 Bruker Corporation has secured an additional 60% equity stake in TOFWERK AG, granting it full ownership of the company.",2026-01-09,2026,40M USD,,Grant,,,,2002.0,130.0,,Switzerland,Other,,Unknown,,FoodTech
Kainjoo SA,"2026 Kainjoo SA announces the acquisition of Pupsic, a revenue operations agency headquartered in Morges with distributed engineering capabilities across Bosnia, Ukraine, Hungary, and Mexico.",2026-01-09,2026,,,,Kainjoo,,,,,,Switzerland,B2C Tech,Logistics & Delivery,B2B-Services,,"BioTech, FinTech"
Zug- ZenChain,"2026 ZenChain, a Layer1 blockchain solution designed to enhance cross-chain interoperability, particularly between Bitcoin and Ethereum, has closed $8.",2026-01-08,2026,8.5M USD,,Undisclosed,"Watermelon Capital, DWF Labs, Genesis Capital",Zug,ZG,2017.0,,,Switzerland,FinTech,Crypto & Blockchain,Unknown,Blockchain,BioTech
,"2026 Unternehmen aus unterschiedlichen Branchen haben mittels Crowdfunding frisches Kapital eingesammelt, um Expansion, Produktentwicklung und neue Technologien voranzutreiben.",2026-01-06,2026,57M CHF,,Undisclosed,,,,2021.0,,,Switzerland,CleanTech,,Deep Tech / IP,ClimateTech,
,2026 Übermorgen Ventures completed the first closing for its semi-liquid Übermorgen Ventures Investment Fund just before the Christmas.,2026-01-02,2026,55M CHF,,Undisclosed,,,,2025.0,,,Switzerland,FinTech,,Unknown,FinTech,ClimateTech
,2025 Gebäudeenergie-Optimierer viboo erhält Unterstützung vom belgischen Rise PropTech Fund.,2025-12-30,2025,3.3M CHF,,Award,,,,,,,Switzerland,FinTech,,B2B-Hardware,IoT,"BioTech, PropTech"
Dokspot GmbH,"2025 Dokspot GmbH, a Zurich-based globally active SaaS platform specialized in electronic Instructions for Use for the medical and life sciences industry is now part of Germany based company, Matrix One.",2025-12-23,2025,,,,,Zurich,ZH,2014.0,,,Switzerland,B2C Tech,Logistics & Delivery,B2B-SaaS,SaaS,"HealthTech, Manufacturing"
,Shareholders have committed $5 million in fresh funding to support these developments and the launch of a new platform.,2025-12-23,2025,5M USD,,Grant,,,,2013.0,,,Switzerland,FinTech,,Unknown,"Data Analytics, FinTech",
Xlife Sciences AG,2025 The Sparks segment was established by SIX Swiss Exchange in 2021 to give SMEs a listing option tailored to their needs.,2025-12-23,2025,,,Award,,,,2021.0,,,Switzerland,BioTech,,Deep Tech / IP,"BioTech, HealthTech",
Liom Health AG,"2025 Liom, the developer of the world’s first non-invasive glucose-monitoring wearable, has secured additional €13.",2025-12-22,2025,13M CHF,Series A,Series A,,,,2017.0,,,Switzerland,FoodTech,,B2B-Hardware,,
Enlightra Sàrl,"2025 Enlightra, a Swiss-American deeptech startup building chip-scale multiwavelength lasers for next-generation data transmission, announced it has raised a total of $15 million to make data transfer faster and more energy efficient.",2025-12-19,2025,15M USD,,Award,,,,2022.0,,,Switzerland,AI/ML,"Business Intelligence, AI Infrastructure",Unknown,DeepTech,BioTech
Levitate Aerospace gmbh,2025 Kurz nach dem Erstflug eines Prototypen seines Hybrid-Gleiters hat sich das Berner Startup Levitate Aerospace eine Brückenfinanzierung im niedrigen sechsstelligen Bereich gesichert.,2025-12-19,2025,,Seed,Seed,,Bern,BE,2025.0,,,Switzerland,Robotics,,B2B-Hardware,IoT,
Neural Concept SA,"2025 Neural Concept, a global AI platform and leader in Engineering Intelligence powering next-generation product development, today announced it raised a $100 million Series C funding round led by Growth Equity at Goldman Sachs Alternatives.",2025-12-19,2025,100M USD,Series C,Series C,,,,2024.0,,,Switzerland,AI/ML,Business Intelligence,B2C,AI,BioTech
MindMaze SA MindMaze Therapeutics Holding SA,"2025 MindMaze Therapeutics Holding SA completed its business combination with NeuroX Group SA (NeuroX), a commercial-stage company delivering evidence-based, precision digital treatments for neurological diseases.",2025-12-19,2025,425M CHF,,Award,,,,,,,Switzerland,BioTech,Drug Discovery,Deep Tech / IP,"IoT, BioTech",
Nomady AG,"2025 Zwei Camping-Startups werden eins: Nomady integriert die Österreichische Plattform like2camp, um ein gemeinsames Angebot für naturnahes Camping in der DACH-Region zu schaffen.",2025-12-18,2025,,,Undisclosed,,,,2026.0,,,Switzerland,Other,,Unknown,,
FoRx Therapeutics AG,"2025 In August this year, FoRx Therapeutic initiated its first human trial Phase 1 clinical development of its lead drug candidate, FORX-428, designed to target and disrupt the DNA Damage Response in advanced solid tumors.",2025-12-18,2025,50M USD,Series A,Series A,,,,,,,Switzerland,BioTech,Oncology,Deep Tech / IP,BioTech,HealthTech
Genknowme SA,"2025 With CHF 500,000 in funding raised earlier this year and a growing adoption of its products by Swiss health insurers, Swiss epigenetic startup Genknowme co-founded by Semira and Sébastien Nusslé, is thriving.",2025-12-18,2025,0.50M CHF,Series A,Series A,,,,2026.0,,,Switzerland,Other,,Unknown,,BioTech
,"2025 Vier Startups setzen derzeit auf Crowdfunding, um ihre Angebote weiterzuentwickeln – von exklusiven Ferienunterkünften über Orientierungshilfen für Menschen mit Sehbehinderung bis hin zu Sicherheits- und Gesundheitslösungen.",2025-12-17,2025,1.5M CHF,,Award,,,,2025.0,,,Switzerland,PropTech,,B2B-Services,PropTech,
,"All three companies are supported by the Foundation for Innovation and Technology (FIT) in the form of Tech Seed loans worth CHF 100,000 each.",2025-12-17,2025,0.10M CHF,Seed,Seed,,,,,,,Switzerland,BioTech,Drug Discovery,Deep Tech / IP,"AI, DeepTech, BioTech",Manufacturing
,"2025 Established by Schwyz-based SIREN GROUP AG, HomeBuddy is a digital marketplace platform that matches homeowners with the most appropriate home services professional.",2025-12-17,2025,190M USD,,Grant,,,,2016.0,,,Switzerland,FinTech,"Payments, Lending",Marketplace,FinTech,BioTech
,"The FIF Grant supports any scientific research project from a university or research institution in Geneva that aims to launch a new product, process, or service addressing a social or economic need and with potential market demand.",2025-12-16,2025,0.05M CHF,Seed,Seed,,,,,,fongit.ch.ch,Switzerland,B2C Tech,Logistics & Delivery,B2B-Hardware,IoT,BioTech
Soverli AG,2025 ETH Zurich spin-off Soverli is developing a sovereign operating system layer that works alongside Android and iOS to make any commercial smartphone secure.,2025-12-16,2025,2.6M USD,pre-seed,Pre-Seed,,,,,,,Switzerland,Cybersecurity,,B2B-Hardware,Cybersecurity,
PRODUCER AG,"io is a Swiss-based production management platform trusted by with more than 20’000 users, including in-house media departments worldwide.",2025-12-16,2025,,,,,,,2022.0,,,Switzerland,B2C Tech,Logistics & Delivery,Marketplace,Logistics,"FinTech, Manufacturing, Cybersecurity"
Ionic Wind AG,1M to industrialize Solid-state cooling technology 15.,2025-12-15,2025,2.1M USD,pre-seed round,Pre-Seed,,,,2025.0,,,Switzerland,FinTech,,B2B-Hardware,IoT,"BioTech, Manufacturing"
MindGuard 15.12.2025 MindGuard AG,"2025 MindGuard AG, the 2025-established company at the interface of artificial intelligence, military psychology, and neuroscience, has secured funding from Mountain Alliance AG, representing the company’s second transaction in the defence industry.",2025-12-15,2025,,,Undisclosed,"Mountain Alliance AG, representing the company",,,,,,Switzerland,FinTech,,Unknown,AI,Cybersecurity
Swixx Biopharma AG,"2025 HBM Healthcare Investments, together with the founders and other shareholders such as Mérieux Equity Partners, will sell a majority of their current stake in Swixx Biopharma to SK Capital Partners, while retaining a significant minority stake.",2025-12-15,2025,40M EUR,,,,,,2017.0,600.0,,Switzerland,BioTech,"Drug Discovery, Oncology",Deep Tech / IP,BioTech,
Allegria Therapeutics AG,"2025 ALLEGRIA Therapeutics, a biotech company redefining the treatment landscape of therapeutics for mast cell-mediated diseases, has secured USD 5.",2025-12-12,2025,5M USD,seed extension,Seed,,,,2023.0,,,Switzerland,BioTech,Drug Discovery,Deep Tech / IP,"IoT, BioTech",HealthTech
Testmate Health SA,"2025 Biopôle-based Testmate Health and Intermountain Health have announced a strategic partnership and investment to accelerate access to rapid, low-cost molecular tests for sexually transmitted infections (STIs) in the U.",2025-12-12,2025,,,Award,,,,,,,Switzerland,FinTech,,Unknown,Blockchain,EdTech
Aukera Therapeutics GmbH,"2025 Founded as a spin-off from the University of Basel, Aukera is officially coming out of stealth as it enters preclinical efficacy studies for its first‑in‑class, fully selective mTORC1 (RAPTOR) inhibitors.",2025-12-11,2025,,,Award,,,,2024.0,,,Switzerland,BioTech,"Drug Discovery, Oncology, Antibody Therapeutics",Deep Tech / IP,"AI, BioTech",HealthTech
DigeHealth SA,"2025 Biopôle-based DigeHealth SA, a Swiss medtech company developing a wearable device that “listens to the gut” to support early detection and management of gastro-intestinal complications, today announced the successful closing of a CHF 1.",2025-12-10,2025,1.2M CHF,seed round,Seed,Medin Fund,,,,,,Switzerland,BioTech,,B2B-Hardware,"AI, IoT","HealthTech, EdTech"
,2025 One important reason why pension funds and other institutional investors have not invested in Swiss VCs in the past was the lack of performance data.,2025-12-10,2025,70M CHF,,Grant,,,,,,,Switzerland,FinTech,,Deep Tech / IP,DeepTech,
Assaia International AG,"2025 Assaia, the Zurich-based aviation technology company dedicated to optimizing the commercial aircraft turnaround process, has raised $26.",2025-12-09,2025,26.6M USD,Series B,Series B,,Zurich,ZH,,,,Switzerland,AI/ML,Business Intelligence,B2B-Services,AI,
Proptech  vyzn,"2025 In the light of its current developments and the growing demand in Switzerland and Germany, vyzn has obtained fresh capital in a seed funding round to further scale.",2025-12-09,2025,,seed,Seed,"Spicehaus Partners, Kiilto Ventures",,,2022.0,,,Switzerland,CleanTech,Carbon & Offsetting,Deep Tech / IP,AI,PropTech
